"idCatalogoCuenta","desCatalogoCuenta"
62153,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62154,"Operaciones con Importe positivo a favor de la Institución Operaciones sin Importe positivo a favor de la Institución"
62155,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
62156,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62157,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62158,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62159,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 2 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
62160,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 de Largo Plazo (ponderados al 0 por ciento) "
62162,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 de Largo Plazo y Riesgo 2 de corto plazo (ponderados al 50 por ciento) "
62163,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 ó 5 o No Calificados de Largo Plazo y Riesgo 3 o No  Calificados de Corto Plazo (ponderados al 100 por ciento) "
62164,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 6 de Largo Plazo y Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
62165,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
62166,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
62167,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
62200,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
62201,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62202,"Operaciones sin Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62203,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62204,"Operaciones con Importe positivo a favor de la Institución Operaciones sin Importe positivo a favor de la Institución"
62205,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
62206,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62207,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62208,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62209,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 de Largo Plazo (ponderados al 0 por ciento) "
62211,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 2 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
62212,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 de Largo Plazo y Riesgo 2 de corto plazo (ponderados al 50 por ciento) "
62213,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 ó 5 o No Calificados de Largo Plazo y Riesgo 3 o No  Calificados de Corto Plazo (ponderados al 100 por ciento) "
62214,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 6 de Largo Plazo y Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
62215,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
62216,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
62219,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
62250,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
62251,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62252,"Operaciones sin Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62253,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62254,"Operaciones con Importe positivo a favor de la Institución Operaciones sin Importe positivo a favor de la Institución"
62255,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
62256,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62257,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62258,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62259,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 de Largo Plazo y Riesgo 2 de corto plazo (ponderados al 50 por ciento) "
62260,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 de Largo Plazo (ponderados al 0 por ciento) "
62261,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 2 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
62263,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 ó 5 o No Calificados de Largo Plazo y Riesgo 3 o No  Calificados de Corto Plazo (ponderados al 100 por ciento) "
62264,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 6 de Largo Plazo y Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
62265,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
62266,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
62269,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
62300,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
62301,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62302,"Operaciones sin Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62303,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62304,"Operaciones con Importe positivo a favor de la Institución Operaciones sin Importe positivo a favor de la Institución"
62305,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
62306,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62307,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62308,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62309,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 de Largo Plazo (ponderados al 0 por ciento) "
62311,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 2 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
62312,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 de Largo Plazo y Riesgo 2 de corto plazo (ponderados al 50 por ciento) "
62313,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 ó 5 o No Calificados de Largo Plazo y Riesgo 3 o No  Calificados de Corto Plazo (ponderados al 100 por ciento) "
62314,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 6 de Largo Plazo y Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
62315,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
62316,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
62319,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
62350,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
62351,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62352,"Operaciones sin Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62353,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62354,"Operaciones con Importe positivo a favor de la Institución Operaciones sin Importe positivo a favor de la Institución"
62355,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
62356,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62357,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62358,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62359,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 ó 5 o No Calificados de Largo Plazo y Riesgo 3 o No  Calificados de Corto Plazo (ponderados al 100 por ciento) "
62360,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 de Largo Plazo (ponderados al 0 por ciento) "
62361,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 2 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
62362,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 de Largo Plazo y Riesgo 2 de corto plazo (ponderados al 50 por ciento) "
62364,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 6 de Largo Plazo y Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
62365,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
62366,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
62369,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
62400,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
62401,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62402,"Operaciones sin Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62403,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62404,"Operaciones con Importe positivo a favor de la Institución Operaciones sin Importe positivo a favor de la Institución"
62405,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
62406,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62407,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62408,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62409,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 de Largo Plazo (ponderados al 0 por ciento) "
62411,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 2 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
62412,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 de Largo Plazo y Riesgo 2 de corto plazo (ponderados al 50 por ciento) "
62413,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 ó 5 o No Calificados de Largo Plazo y Riesgo 3 o No  Calificados de Corto Plazo (ponderados al 100 por ciento) "
62414,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 6 de Largo Plazo y Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
62415,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
62416,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
62419,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
62450,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
62451,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62453,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62454,"Operaciones con Importe positivo a favor de la Institución Operaciones sin Importe positivo a favor de la Institución"
62455,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
62456,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62458,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62459,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 2 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
62460,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 de Largo Plazo (ponderados al 0 por ciento) "
62462,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 de Largo Plazo y Riesgo 2 de corto plazo (ponderados al 50 por ciento) "
62463,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 ó 5 o No Calificados de Largo Plazo y Riesgo 3 o No  Calificados de Corto Plazo (ponderados al 100 por ciento) "
62464,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 6 de Largo Plazo y Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
62465,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
62466,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
62469,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
62500,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
62501,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62502,"Operaciones sin Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62503,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62504,"Operaciones con Importe positivo a favor de la Institución Operaciones sin Importe positivo a favor de la Institución"
62505,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
62506,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62507,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62508,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62509,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 de Largo Plazo (ponderados al 0 por ciento) "
62511,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 2 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
62512,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 de Largo Plazo y Riesgo 2 de corto plazo (ponderados al 50 por ciento) "
62513,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 ó 5 o No Calificados de Largo Plazo y Riesgo 3 o No  Calificados de Corto Plazo (ponderados al 100 por ciento) "
62514,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 6 de Largo Plazo y Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
62515,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
62516,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
62519,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
62550,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
62551,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62552,"Operaciones sin Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62553,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62554,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
62555,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
62556,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62557,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62558,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62559,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 de Largo Plazo y Riesgo 2 de corto plazo (ponderados al 50 por ciento) "
62560,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 de Largo Plazo (ponderados al 0 por ciento) "
62561,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 2 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
62563,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 ó 5 o No Calificados de Largo Plazo y Riesgo 3 o No  Calificados de Corto Plazo (ponderados al 100 por ciento) "
62564,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 6 de Largo Plazo y Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
62565,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
62566,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
62750,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
62751,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62752,"Operaciones sin Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62753,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62754,"Operaciones con Importe positivo a favor de la Institución Operaciones sin Importe positivo a favor de la Institución"
62755,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
62756,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62757,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62758,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62759,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
62760,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 de Largo Plazo (ponderados al 0 por ciento) "
62761,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 2 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
62762,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 de Largo Plazo y Riesgo 2 de corto plazo (ponderados al 50 por ciento) "
62763,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 ó 5 o No Calificados de Largo Plazo y Riesgo 3 o No  Calificados de Corto Plazo (ponderados al 100 por ciento) "
62764,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 6 de Largo Plazo y Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
62765,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
62766,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
62800,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
62801,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62802,"Operaciones sin Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62803,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62804,"Operaciones con Importe positivo a favor de la Institución Operaciones sin Importe positivo a favor de la Institución"
62805,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
62806,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62807,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
62808,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62809,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
62810,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 de Largo Plazo (ponderados al 0 por ciento) "
62811,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 2 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
62812,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 de Largo Plazo y Riesgo 2 de corto plazo (ponderados al 50 por ciento) "
62813,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 ó 5 o No Calificados de Largo Plazo y Riesgo 3 o No  Calificados de Corto Plazo (ponderados al 100 por ciento) "
62814,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 6 de Largo Plazo y Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
62815,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
62816,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
62818,"Operaciones con Importe positivo a favor de la Institución Operaciones sin Importe positivo a favor de la Institución"
62820,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
62822,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62824,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62826,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
62828,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
62830,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
62832,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
62834,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
62836,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 de Largo Plazo (ponderados al 0 por ciento) "
62838,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 2 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
62840,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 de Largo Plazo y Riesgo 2 de corto plazo (ponderados al 50 por ciento) "
62842,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 ó 5 o No Calificados de Largo Plazo y Riesgo 3 o No  Calificados de Corto Plazo (ponderados al 100 por ciento) "
62844,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
62846,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 6 de Largo Plazo y Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
63000,"Operaciones sin Importe positivo a favor de la Institución Dinero a recibir"
63001,"Operaciones sin Importe positivo a favor de la Institución Valores a entregar"
63003,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63004,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: Operaciones sin Importe positivo a favor de la Institución"
63005,"Operaciones con Importe positivo a favor de la Institución Dinero a recibir"
63006,"Operaciones con Importe positivo a favor de la Institución Valores a entregar"
63008,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63010,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: Riesgo 1 a 6 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento)"
63012,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: No Calificadas Largo Plazo y Riesgo 2 de Corto Plazo (ponderados al 50 por ciento)"
63014,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:"
63015,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
63017,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: Riesgo 3 y  No calificado  de Corto Plazo  (ponderados al 100 por ciento)"
63018,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: Riesgo 4 de Corto Plazo (ponderados al 120 por ciento)"
63019,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: Riesgo 5 de Corto Plazo (ponderados al 150 por ciento)"
63020,"Operaciones sin Importe positivo a favor de la Institución Dinero a recibir"
63021,"Operaciones sin Importe positivo a favor de la Institución Valores a entregar"
63023,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63024,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: Operaciones sin Importe positivo a favor de la Institución"
63025,"Operaciones con Importe positivo a favor de la Institución Dinero a recibir"
63026,"Operaciones con Importe positivo a favor de la Institución Valores a entregar"
63028,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63029,"Operaciones con Importe positivo a favor de la Institución     Importe Positivo"
63030,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
63050,"Operaciones sin Importe positivo a favor de la Institución Valores a recibir"
63051,"Operaciones sin Importe positivo a favor de la Institución Dinero a entregar"
63053,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63054,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: Operaciones sin Importe positivo a favor de la Institución"
63055,"Operaciones con Importe positivo a favor de la Institución Valores a recibir"
63056,"Operaciones con Importe positivo a favor de la Institución Dinero a entregar"
63058,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63059,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
63060,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: Riesgo 1 a 6 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento)"
63062,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: No Calificadas Largo Plazo y Riesgo 2 de Corto Plazo (ponderados al 50 por ciento)"
